USERID,FULL_NAME,GENDER,RACE,AGE,PROVINCE,CHANNEL2,RECORDDATE2,CONVERTED_DATETIME,SA_TIME,TIME_ONLY,DAY_NAME,MONTH_NAME,DURATION2,AGE_CLASSIFICATION
780334,Valentine� Leicht,male,black,26,Kwazulu Natal,Channel O,2016/02/06 10:25,2016-02-06 10:25:00.000,2016-02-06 12:25:00.000,10:25:00.000,Sat,Feb,00:03:15.000,Adult
780346,Abel� Condie,male,coloured,29,Western Cape,M-Net,2016/02/02 21:09,2016-02-02 21:09:00.000,2016-02-02 23:09:00.000,21:09:00.000,Tue,Feb,00:04:54.000,Adult
780355,Wilburn� Langenfeld,male,white,30,Gauteng,CNN,2016/03/08 04:35,2016-03-08 04:35:00.000,2016-03-08 06:35:00.000,04:35:00.000,Tue,Mar,00:04:29.000,Adult
780402,Briana� Caves,female,black,34,North West,Africa Magic,2016/02/15 20:12,2016-02-15 20:12:00.000,2016-02-15 22:12:00.000,20:12:00.000,Mon,Feb,00:27:09.000,Adult
780402,Briana� Caves,female,black,34,North West,Trace TV,2016/02/11 03:25,2016-02-11 03:25:00.000,2016-02-11 05:25:00.000,03:25:00.000,Thu,Feb,00:05:54.000,Adult
780402,Briana� Caves,female,black,34,North West,Africa Magic,2016/02/08 15:42,2016-02-08 15:42:00.000,2016-02-08 17:42:00.000,15:42:00.000,Mon,Feb,00:31:07.000,Adult
780457,Hyman� Shkreli,male,coloured,33,Western Cape,Channel O,2016/02/11 05:20,2016-02-11 05:20:00.000,2016-02-11 07:20:00.000,05:20:00.000,Thu,Feb,00:06:15.000,Adult
780457,Hyman� Shkreli,male,coloured,33,Western Cape,Sawsee,2016/02/08 15:11,2016-02-08 15:11:00.000,2016-02-08 17:11:00.000,15:11:00.000,Mon,Feb,00:02:18.000,Adult
780466,Lucas� Langenfeld,male,black,50,Kwazulu Natal,Break in transmission,2016/02/14 23:45,2016-02-14 23:45:00.000,2016-02-15 01:45:00.000,23:45:00.000,Sun,Feb,00:00:34.000,Middle Aged
780468,Stephen� Deblois,male,black,31,Gauteng,Africa Magic,2016/01/05 12:21,2016-01-05 12:21:00.000,2016-01-05 14:21:00.000,12:21:00.000,Tue,Jan,00:01:47.000,Adult
780468,Stephen� Deblois,male,black,31,Gauteng,Trace TV,2016/03/27 10:27,2016-03-27 10:27:00.000,2016-03-27 12:27:00.000,10:27:00.000,Sun,Mar,00:03:12.000,Adult
780477,Abel� Mccollum,male,black,38,Gauteng,Supersport Live Events,2016/02/07 13:00,2016-02-07 13:00:00.000,2016-02-07 15:00:00.000,13:00:00.000,Sun,Feb,00:00:04.000,Mature Adult
780477,Abel� Mccollum,male,black,38,Gauteng,Channel O,2016/01/12 19:33,2016-01-12 19:33:00.000,2016-01-12 21:33:00.000,19:33:00.000,Tue,Jan,00:01:06.000,Mature Adult
780483,Chas� Bilyeu,male,black,29,Mpumalanga,Boomerang,2016/01/18 11:29,2016-01-18 11:29:00.000,2016-01-18 13:29:00.000,11:29:00.000,Mon,Jan,00:17:15.000,Adult
780483,Chas� Bilyeu,male,black,29,Mpumalanga,Supersport Live Events,2016/01/15 16:26,2016-01-15 16:26:00.000,2016-01-15 18:26:00.000,16:26:00.000,Fri,Jan,00:03:14.000,Adult
780497,Malika� Sieren,female,black,27,Mpumalanga,SuperSport Blitz,2016/01/30 14:33,2016-01-30 14:33:00.000,2016-01-30 16:33:00.000,14:33:00.000,Sat,Jan,00:05:30.000,Adult
780497,Malika� Sieren,female,black,27,Mpumalanga,DStv Events 1,2016/02/15 08:45,2016-02-15 08:45:00.000,2016-02-15 10:45:00.000,08:45:00.000,Mon,Feb,00:01:35.000,Adult
780497,Malika� Sieren,female,black,27,Mpumalanga,Trace TV,2016/01/24 15:39,2016-01-24 15:39:00.000,2016-01-24 17:39:00.000,15:39:00.000,Sun,Jan,00:04:15.000,Adult
780506,Brendan� Roquemore,male,white,25,Western Cape,Cartoon Network,2016/01/23 11:20,2016-01-23 11:20:00.000,2016-01-23 13:20:00.000,11:20:00.000,Sat,Jan,01:05:37.000,Adult
780506,Brendan� Roquemore,male,white,25,Western Cape,Cartoon Network,2016/01/08 07:39,2016-01-08 07:39:00.000,2016-01-08 09:39:00.000,07:39:00.000,Fri,Jan,00:00:51.000,Adult
780506,Brendan� Roquemore,male,white,25,Western Cape,Boomerang,2016/03/12 12:11,2016-03-12 12:11:00.000,2016-03-12 14:11:00.000,12:11:00.000,Sat,Mar,00:00:17.000,Adult
780546,Charlie� Crotty,male,black,45,Gauteng,CNN,2016/03/20 15:49,2016-03-20 15:49:00.000,2016-03-20 17:49:00.000,15:49:00.000,Sun,Mar,00:49:21.000,Middle Aged
780546,Charlie� Crotty,male,black,45,Gauteng,CNN,2016/03/25 19:56,2016-03-25 19:56:00.000,2016-03-25 21:56:00.000,19:56:00.000,Fri,Mar,00:25:09.000,Middle Aged
780546,Charlie� Crotty,male,black,45,Gauteng,CNN,2016/03/06 12:07,2016-03-06 12:07:00.000,2016-03-06 14:07:00.000,12:07:00.000,Sun,Mar,00:21:27.000,Middle Aged
780559,Loyd� Woolard,male,white,38,Western Cape,E! Entertainment,2016/02/08 10:39,2016-02-08 10:39:00.000,2016-02-08 12:39:00.000,10:39:00.000,Mon,Feb,00:00:20.000,Mature Adult
780559,Loyd� Woolard,male,white,38,Western Cape,Channel O,2016/03/21 18:17,2016-03-21 18:17:00.000,2016-03-21 20:17:00.000,18:17:00.000,Mon,Mar,00:00:51.000,Mature Adult
780583,Raymundo� Curran,male,black,27,Gauteng,Supersport Live Events,2016/03/06 21:10,2016-03-06 21:10:00.000,2016-03-06 23:10:00.000,21:10:00.000,Sun,Mar,00:05:46.000,Adult
780583,Raymundo� Curran,male,black,27,Gauteng,Trace TV,2016/03/06 00:26,2016-03-06 00:26:00.000,2016-03-06 02:26:00.000,00:26:00.000,Sun,Mar,03:12:51.000,Adult
780610,Hyman� Paradis,male,black,40,Gauteng,Channel O,2016/02/19 05:23,2016-02-19 05:23:00.000,2016-02-19 07:23:00.000,05:23:00.000,Fri,Feb,00:16:18.000,Mature Adult
780610,Hyman� Paradis,male,black,40,Gauteng,Channel O,2016/02/09 18:35,2016-02-09 18:35:00.000,2016-02-09 20:35:00.000,18:35:00.000,Tue,Feb,00:12:57.000,Mature Adult
780610,Hyman� Paradis,male,black,40,Gauteng,Trace TV,2016/02/10 12:35,2016-02-10 12:35:00.000,2016-02-10 14:35:00.000,12:35:00.000,Wed,Feb,00:02:03.000,Mature Adult
780648,Reagan� Biggers,female,black,46,Free State,Trace TV,2016/01/22 14:37,2016-01-22 14:37:00.000,2016-01-22 16:37:00.000,14:37:00.000,Fri,Jan,00:29:48.000,Middle Aged
780650,Romeo� Bilyeu,male,black,41,Mpumalanga,SuperSport Blitz,2016/01/14 18:54,2016-01-14 18:54:00.000,2016-01-14 20:54:00.000,18:54:00.000,Thu,Jan,00:05:36.000,Mature Adult
780650,Romeo� Bilyeu,male,black,41,Mpumalanga,SuperSport Blitz,2016/01/21 12:51,2016-01-21 12:51:00.000,2016-01-21 14:51:00.000,12:51:00.000,Thu,Jan,00:08:10.000,Mature Adult
780650,Romeo� Bilyeu,male,black,41,Mpumalanga,SuperSport Blitz,2016/01/07 14:31,2016-01-07 14:31:00.000,2016-01-07 16:31:00.000,14:31:00.000,Thu,Jan,00:00:58.000,Mature Adult
780656,Wilton� Fudge,male,black,45,Gauteng,CNN,2016/02/15 16:25,2016-02-15 16:25:00.000,2016-02-15 18:25:00.000,16:25:00.000,Mon,Feb,00:13:30.000,Middle Aged
780657,Hugh Sieren,male,black,48,Western Cape,Africa Magic,2016/02/08 16:18,2016-02-08 16:18:00.000,2016-02-08 18:18:00.000,16:18:00.000,Mon,Feb,00:00:28.000,Middle Aged
780657,Hugh Sieren,male,black,48,Western Cape,CNN,2016/02/07 13:16,2016-02-07 13:16:00.000,2016-02-07 15:16:00.000,13:16:00.000,Sun,Feb,00:04:34.000,Middle Aged
780695,Brendan� Woolard,male,black,31,Gauteng,Cartoon Network,2016/01/24 19:48,2016-01-24 19:48:00.000,2016-01-24 21:48:00.000,19:48:00.000,Sun,Jan,01:01:47.000,Adult
780701,Efren� Pascarella,male,black,45,Gauteng,Cartoon Network,2016/03/15 12:36,2016-03-15 12:36:00.000,2016-03-15 14:36:00.000,12:36:00.000,Tue,Mar,00:00:04.000,Middle Aged
780701,Efren� Pascarella,male,black,45,Gauteng,CNN,2016/03/26 09:08,2016-03-26 09:08:00.000,2016-03-26 11:08:00.000,09:08:00.000,Sat,Mar,00:05:59.000,Middle Aged
780701,Efren� Pascarella,male,black,45,Gauteng,CNN,2016/03/28 17:01,2016-03-28 17:01:00.000,2016-03-28 19:01:00.000,17:01:00.000,Mon,Mar,00:02:46.000,Middle Aged
780710,Earline� Zweifel,female,black,24,Eastern Cape,Supersport Live Events,2016/01/07 03:36,2016-01-07 03:36:00.000,2016-01-07 05:36:00.000,03:36:00.000,Thu,Jan,00:16:42.000,Young Adult
780710,Earline� Zweifel,female,black,24,Eastern Cape,Cartoon Network,2016/01/02 07:58,2016-01-02 07:58:00.000,2016-01-02 09:58:00.000,07:58:00.000,Sat,Jan,00:01:04.000,Young Adult
780710,Earline� Zweifel,female,black,24,Eastern Cape,CNN,2016/01/03 21:53,2016-01-03 21:53:00.000,2016-01-03 23:53:00.000,21:53:00.000,Sun,Jan,00:00:18.000,Young Adult
780818,Kip� Deblois,male,white,22,Mpumalanga,CNN,2016/01/09 13:12,2016-01-09 13:12:00.000,2016-01-09 15:12:00.000,13:12:00.000,Sat,Jan,00:00:02.000,Young Adult
780818,Kip� Deblois,male,white,22,Mpumalanga,ICC Cricket World Cup 2011,2016/03/12 12:13,2016-03-12 12:13:00.000,2016-03-12 14:13:00.000,12:13:00.000,Sat,Mar,00:31:52.000,Young Adult
780818,Kip� Deblois,male,white,22,Mpumalanga,CNN,2016/01/03 07:10,2016-01-03 07:10:00.000,2016-01-03 09:10:00.000,07:10:00.000,Sun,Jan,00:13:00.000,Young Adult
780819,Valentine� Pascarella,male,black,38,Limpopo,Africa Magic,2016/02/18 22:35,2016-02-18 22:35:00.000,2016-02-19 00:35:00.000,22:35:00.000,Thu,Feb,01:19:25.000,Mature Adult
780823,Claud� Vital,male,white,45,Western Cape,Supersport Live Events,2016/03/25 06:01,2016-03-25 06:01:00.000,2016-03-25 08:01:00.000,06:01:00.000,Fri,Mar,00:01:00.000,Middle Aged
780823,Claud� Vital,male,white,45,Western Cape,ICC Cricket World Cup 2011,2016/02/24 13:45,2016-02-24 13:45:00.000,2016-02-24 15:45:00.000,13:45:00.000,Wed,Feb,00:04:06.000,Middle Aged
780823,Claud� Vital,male,white,45,Western Cape,ICC Cricket World Cup 2011,2016/03/23 13:04,2016-03-23 13:04:00.000,2016-03-23 15:04:00.000,13:04:00.000,Wed,Mar,00:01:08.000,Middle Aged
785456,Winona� Wigfall,female,white,41,Gauteng,E! Entertainment,2016/02/11 10:36,2016-02-11 10:36:00.000,2016-02-11 12:36:00.000,10:36:00.000,Thu,Feb,00:01:48.000,Mature Adult
785592,Romeo� Mosser,male,white,19,Limpopo,Supersport Live Events,2016/03/14 07:50,2016-03-14 07:50:00.000,2016-03-14 09:50:00.000,07:50:00.000,Mon,Mar,00:00:24.000,Young Adult
785792,Dia� Arrieta,female,black,34,North West,Vuzu,2016/02/11 14:46,2016-02-11 14:46:00.000,2016-02-11 16:46:00.000,14:46:00.000,Thu,Feb,00:00:00.000,Adult
785965,Earl� Sieren,male,None,34,Western Cape,SuperSport Blitz,2016/02/14 09:34,2016-02-14 09:34:00.000,2016-02-14 11:34:00.000,09:34:00.000,Sun,Feb,00:01:24.000,Adult
785965,Earl� Sieren,male,None,34,Western Cape,ICC Cricket World Cup 2011,2016/02/24 09:13,2016-02-24 09:13:00.000,2016-02-24 11:13:00.000,09:13:00.000,Wed,Feb,00:02:30.000,Adult
785968,Donald� Woolard,male,white,39,Gauteng,SuperSport Blitz,2016/02/11 04:47,2016-02-11 04:47:00.000,2016-02-11 06:47:00.000,04:47:00.000,Thu,Feb,00:01:46.000,Mature Adult
786055,Williemae� Holt,female,white,25,Gauteng,Channel O,2016/01/19 18:42,2016-01-19 18:42:00.000,2016-01-19 20:42:00.000,18:42:00.000,Tue,Jan,00:01:03.000,Adult
786055,Williemae� Holt,female,white,25,Gauteng,DStv Events 1,2016/01/18 17:49,2016-01-18 17:49:00.000,2016-01-18 19:49:00.000,17:49:00.000,Mon,Jan,00:02:25.000,Adult
786099,Bret� Marek,male,black,30,Gauteng,E! Entertainment,2016/02/09 14:10,2016-02-09 14:10:00.000,2016-02-09 16:10:00.000,14:10:00.000,Tue,Feb,00:00:48.000,Adult
786181,Art� Wigfall,male,black,27,Gauteng,SuperSport Blitz,2016/03/05 19:14,2016-03-05 19:14:00.000,2016-03-05 21:14:00.000,19:14:00.000,Sat,Mar,00:02:48.000,Adult
786206,Valentine� Lavoie,male,indian_asian,15,Gauteng,Cartoon Network,2016/01/30 13:12,2016-01-30 13:12:00.000,2016-01-30 15:12:00.000,13:12:00.000,Sat,Jan,00:01:02.000,Early Teen
786206,Valentine� Lavoie,male,indian_asian,15,Gauteng,Cartoon Network,2016/01/29 15:27,2016-01-29 15:27:00.000,2016-01-29 17:27:00.000,15:27:00.000,Fri,Jan,00:10:31.000,Early Teen
786206,Valentine� Lavoie,male,indian_asian,15,Gauteng,Cartoon Network,2016/01/30 13:25,2016-01-30 13:25:00.000,2016-01-30 15:25:00.000,13:25:00.000,Sat,Jan,00:10:52.000,Early Teen
786241,Valentine� Paradis,male,black,48,Gauteng,Channel O,2016/02/11 19:47,2016-02-11 19:47:00.000,2016-02-11 21:47:00.000,19:47:00.000,Thu,Feb,00:00:27.000,Middle Aged
786270,Emerson� Pilot,male,black,20,Limpopo,Boomerang,2016/02/10 04:20,2016-02-10 04:20:00.000,2016-02-10 06:20:00.000,04:20:00.000,Wed,Feb,00:00:05.000,Young Adult
786343,Shane� Pool,male,indian_asian,37,Kwazulu Natal,DStv Events 1,2016/01/13 04:55,2016-01-13 04:55:00.000,2016-01-13 06:55:00.000,04:55:00.000,Wed,Jan,00:01:10.000,Mature Adult
786343,Shane� Pool,male,indian_asian,37,Kwazulu Natal,Africa Magic,2016/01/12 17:16,2016-01-12 17:16:00.000,2016-01-12 19:16:00.000,17:16:00.000,Tue,Jan,00:00:10.000,Mature Adult
786343,Shane� Pool,male,indian_asian,37,Kwazulu Natal,Channel O,2016/01/14 07:25,2016-01-14 07:25:00.000,2016-01-14 09:25:00.000,07:25:00.000,Thu,Jan,00:07:15.000,Mature Adult
786446,Anette� Leicht,female,None,56,Free State,Africa Magic,2016/02/01 17:38,2016-02-01 17:38:00.000,2016-02-01 19:38:00.000,17:38:00.000,Mon,Feb,00:02:47.000,Out of Range
786452,Earl� Sytsma,male,white,28,Gauteng,Boomerang,2016/02/28 23:09,2016-02-28 23:09:00.000,2016-02-29 01:09:00.000,23:09:00.000,Sun,Feb,00:20:51.000,Adult
786452,Earl� Sytsma,male,white,28,Gauteng,Supersport Live Events,2016/03/11 16:50,2016-03-11 16:50:00.000,2016-03-11 18:50:00.000,16:50:00.000,Fri,Mar,00:01:22.000,Adult
786580,Garry� Martello,male,black,24,Gauteng,Trace TV,2016/01/21 20:59,2016-01-21 20:59:00.000,2016-01-21 22:59:00.000,20:59:00.000,Thu,Jan,00:00:18.000,Young Adult
786585,Dion� Fudge,male,white,26,Limpopo,Cartoon Network,2016/01/23 16:17,2016-01-23 16:17:00.000,2016-01-23 18:17:00.000,16:17:00.000,Sat,Jan,00:00:13.000,Adult
786607,Kyle� Lavoie,male,coloured,45,Western Cape,Supersport Live Events,2016/02/11 17:11,2016-02-11 17:11:00.000,2016-02-11 19:11:00.000,17:11:00.000,Thu,Feb,00:02:54.000,Middle Aged
786693,Stephen� Paradis,male,black,41,Kwazulu Natal,SawSee,2016/01/22 11:12,2016-01-22 11:12:00.000,2016-01-22 13:12:00.000,11:12:00.000,Fri,Jan,00:09:21.000,Mature Adult
786693,Stephen� Paradis,male,black,41,Kwazulu Natal,Channel O,2016/01/11 17:20,2016-01-11 17:20:00.000,2016-01-11 19:20:00.000,17:20:00.000,Mon,Jan,00:09:00.000,Mature Adult
786741,Iva� Styer,female,black,39,Free State,SawSee,2016/02/12 18:19,2016-02-12 18:19:00.000,2016-02-12 20:19:00.000,18:19:00.000,Fri,Feb,00:00:28.000,Mature Adult
786741,Iva� Styer,female,black,39,Free State,Africa Magic,2016/02/04 13:30,2016-02-04 13:30:00.000,2016-02-04 15:30:00.000,13:30:00.000,Thu,Feb,00:00:06.000,Mature Adult
786757,Eli� Mcclaine,male,black,35,Northern Cape,Africa Magic,2016/01/03 10:13,2016-01-03 10:13:00.000,2016-01-03 12:13:00.000,10:13:00.000,Sun,Jan,00:01:45.000,Mature Adult
786800,Claud� Sytsma,male,black,23,Mpumalanga,Cartoon Network,2016/01/23 14:15,2016-01-23 14:15:00.000,2016-01-23 16:15:00.000,14:15:00.000,Sat,Jan,00:00:02.000,Young Adult
786821,Haywood� Mcclaine,male,black,37,Mpumalanga,Trace TV,2016/01/16 21:21,2016-01-16 21:21:00.000,2016-01-16 23:21:00.000,21:21:00.000,Sat,Jan,00:06:06.000,Mature Adult
786863,Malika� Sieren,female,black,30,Northern Cape,Africa Magic,2016/03/30 18:26,2016-03-30 18:26:00.000,2016-03-30 20:26:00.000,18:26:00.000,Wed,Mar,00:00:12.000,Adult
786863,Malika� Sieren,female,black,30,Northern Cape,Trace TV,2016/02/12 04:32,2016-02-12 04:32:00.000,2016-02-12 06:32:00.000,04:32:00.000,Fri,Feb,00:01:21.000,Adult
786864,Chas� Roquemore,male,black,25,Mpumalanga,Africa Magic,2016/03/13 20:22,2016-03-13 20:22:00.000,2016-03-13 22:22:00.000,20:22:00.000,Sun,Mar,00:00:43.000,Adult
786885,Valentine� Singer,male,white,56,Gauteng,Channel O,2016/02/02 17:39,2016-02-02 17:39:00.000,2016-02-02 19:39:00.000,17:39:00.000,Tue,Feb,00:01:21.000,Out of Range
786910,Stephen� Nicholls,male,black,33,Eastern Cape,Channel O,2016/01/07 11:12,2016-01-07 11:12:00.000,2016-01-07 13:12:00.000,11:12:00.000,Thu,Jan,00:00:24.000,Adult
786910,Stephen� Nicholls,male,black,33,Eastern Cape,Channel O,2016/01/13 20:28,2016-01-13 20:28:00.000,2016-01-13 22:28:00.000,20:28:00.000,Wed,Jan,00:00:15.000,Adult
786910,Stephen� Nicholls,male,black,33,Eastern Cape,Supersport Live Events,2016/01/08 16:40,2016-01-08 16:40:00.000,2016-01-08 18:40:00.000,16:40:00.000,Fri,Jan,00:00:12.000,Adult
786910,Stephen� Nicholls,male,black,33,Eastern Cape,Channel O,2016/01/08 20:47,2016-01-08 20:47:00.000,2016-01-08 22:47:00.000,20:47:00.000,Fri,Jan,00:00:18.000,Adult
786931,Stefan� Sytsma,male,black,21,Kwazulu Natal,Cartoon Network,2016/02/01 06:08,2016-02-01 06:08:00.000,2016-02-01 08:08:00.000,06:08:00.000,Mon,Feb,00:00:52.000,Young Adult
787028,Michel� Creager,male,coloured,44,Western Cape,ICC Cricket World Cup 2011,2016/03/29 09:45,2016-03-29 09:45:00.000,2016-03-29 11:45:00.000,09:45:00.000,Tue,Mar,00:03:16.000,Mature Adult
787054,Lucas� Luthy,male,white,19,Mpumalanga,Boomerang,2016/01/23 13:13,2016-01-23 13:13:00.000,2016-01-23 15:13:00.000,13:13:00.000,Sat,Jan,00:04:53.000,Young Adult
787128,Yong� Biggers,male,black,100,Gauteng,SuperSport Blitz,2016/03/06 12:41,2016-03-06 12:41:00.000,2016-03-06 14:41:00.000,12:41:00.000,Sun,Mar,00:00:10.000,Out of Range
787128,Yong� Biggers,male,black,100,Gauteng,Break in transmission,2016/02/11 10:31,2016-02-11 10:31:00.000,2016-02-11 12:31:00.000,10:31:00.000,Thu,Feb,00:00:35.000,Out of Range
787182,Earl� Reisinger,male,white,46,Gauteng,SuperSport Blitz,2016/02/10 20:23,2016-02-10 20:23:00.000,2016-02-10 22:23:00.000,20:23:00.000,Wed,Feb,00:01:36.000,Middle Aged
787212,Royal� Creager,male,black,36,Gauteng,Supersport Live Events,2016/02/09 10:17,2016-02-09 10:17:00.000,2016-02-09 12:17:00.000,10:17:00.000,Tue,Feb,00:00:56.000,Mature Adult
787212,Royal� Creager,male,black,36,Gauteng,Cartoon Network,2016/02/09 10:23,2016-02-09 10:23:00.000,2016-02-09 12:23:00.000,10:23:00.000,Tue,Feb,00:00:11.000,Mature Adult
787256,Lane� Gettys,male,coloured,27,Gauteng,Africa Magic,2016/01/14 11:35,2016-01-14 11:35:00.000,2016-01-14 13:35:00.000,11:35:00.000,Thu,Jan,00:09:04.000,Adult
787256,Lane� Gettys,male,coloured,27,Gauteng,Africa Magic,2016/01/23 17:49,2016-01-23 17:49:00.000,2016-01-23 19:49:00.000,17:49:00.000,Sat,Jan,00:00:20.000,Adult
787285,Chas� Condie,male,black,44,Gauteng,Cartoon Network,2016/01/05 05:27,2016-01-05 05:27:00.000,2016-01-05 07:27:00.000,05:27:00.000,Tue,Jan,00:00:16.000,Mature Adult
787285,Chas� Condie,male,black,44,Gauteng,Cartoon Network,2016/01/05 14:20,2016-01-05 14:20:00.000,2016-01-05 16:20:00.000,14:20:00.000,Tue,Jan,00:02:36.000,Mature Adult
787343,Valentine� Caves,male,white,41,Kwazulu Natal,SawSee,2016/01/12 17:20,2016-01-12 17:20:00.000,2016-01-12 19:20:00.000,17:20:00.000,Tue,Jan,00:00:29.000,Mature Adult
787357,Lillian� Borelli,female,black,34,Mpumalanga,Africa Magic,2016/01/19 19:06,2016-01-19 19:06:00.000,2016-01-19 21:06:00.000,19:06:00.000,Tue,Jan,00:00:16.000,Adult
787359,Emerson� Roquemore,male,black,28,Gauteng,Supersport Live Events,2016/02/01 20:08,2016-02-01 20:08:00.000,2016-02-01 22:08:00.000,20:08:00.000,Mon,Feb,00:03:32.000,Adult
787359,Emerson� Roquemore,male,black,28,Gauteng,Supersport Live Events,2016/01/15 16:14,2016-01-15 16:14:00.000,2016-01-15 18:14:00.000,16:14:00.000,Fri,Jan,00:08:00.000,Adult
787359,Emerson� Roquemore,male,black,28,Gauteng,Supersport Live Events,2016/01/05 20:15,2016-01-05 20:15:00.000,2016-01-05 22:15:00.000,20:15:00.000,Tue,Jan,00:02:36.000,Adult
787422,Shane� Gettys,male,white,24,Mpumalanga,Cartoon Network,2016/01/01 18:17,2016-01-01 18:17:00.000,2016-01-01 20:17:00.000,18:17:00.000,Fri,Jan,00:00:36.000,Young Adult
787422,Shane� Gettys,male,white,24,Mpumalanga,Cartoon Network,2016/01/01 20:52,2016-01-01 20:52:00.000,2016-01-01 22:52:00.000,20:52:00.000,Fri,Jan,00:00:48.000,Young Adult
787422,Shane� Gettys,male,white,24,Mpumalanga,Cartoon Network,2016/01/02 16:29,2016-01-02 16:29:00.000,2016-01-02 18:29:00.000,16:29:00.000,Sat,Jan,00:05:11.000,Young Adult
787444,Hollis� Marek,male,white,47,Gauteng,Supersport Live Events,2016/02/18 07:34,2016-02-18 07:34:00.000,2016-02-18 09:34:00.000,07:34:00.000,Thu,Feb,00:29:52.000,Middle Aged
787444,Hollis� Marek,male,white,47,Gauteng,ICC Cricket World Cup 2011,2016/03/05 12:02,2016-03-05 12:02:00.000,2016-03-05 14:02:00.000,12:02:00.000,Sat,Mar,00:01:04.000,Middle Aged
787445,Haywood� Tancredi,male,coloured,28,Gauteng,Channel O,2016/01/09 14:23,2016-01-09 14:23:00.000,2016-01-09 16:23:00.000,14:23:00.000,Sat,Jan,00:00:27.000,Adult
787449,Abel� Curran,male,black,34,Mpumalanga,Channel O,2016/02/01 19:48,2016-02-01 19:48:00.000,2016-02-01 21:48:00.000,19:48:00.000,Mon,Feb,00:00:00.000,Adult
787533,Cody� Sieren,male,black,48,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/29 13:40,2016-03-29 13:40:00.000,2016-03-29 15:40:00.000,13:40:00.000,Tue,Mar,02:47:30.000,Middle Aged
787618,Hyman� Roquemore,male,white,60,Gauteng,CNN,2016/01/14 17:19,2016-01-14 17:19:00.000,2016-01-14 19:19:00.000,17:19:00.000,Thu,Jan,00:01:58.000,Out of Range
787649,Loyd� Mccown,male,black,38,Kwazulu Natal,Africa Magic,2016/02/21 19:36,2016-02-21 19:36:00.000,2016-02-21 21:36:00.000,19:36:00.000,Sun,Feb,00:00:04.000,Mature Adult
787656,Garry� Sytsma,male,black,26,Gauteng,Channel O,2016/02/15 08:40,2016-02-15 08:40:00.000,2016-02-15 10:40:00.000,08:40:00.000,Mon,Feb,00:11:15.000,Adult
787730,Dion� Hier,male,white,32,Mpumalanga,Cartoon Network,2016/03/21 19:45,2016-03-21 19:45:00.000,2016-03-21 21:45:00.000,19:45:00.000,Mon,Mar,00:04:27.000,Adult
787846,Dia� Arrieta,female,coloured,32,Western Cape,Channel O,2016/03/25 10:12,2016-03-25 10:12:00.000,2016-03-25 12:12:00.000,10:12:00.000,Fri,Mar,00:00:27.000,Adult
787846,Dia� Arrieta,female,coloured,32,Western Cape,Channel O,2016/03/25 21:50,2016-03-25 21:50:00.000,2016-03-25 23:50:00.000,21:50:00.000,Fri,Mar,00:05:18.000,Adult
787846,Dia� Arrieta,female,coloured,32,Western Cape,Boomerang,2016/03/24 18:26,2016-03-24 18:26:00.000,2016-03-24 20:26:00.000,18:26:00.000,Thu,Mar,00:07:55.000,Adult
787954,None None,None,None,0,None,SawSee,2016/03/10 22:17,2016-03-10 22:17:00.000,2016-03-11 00:17:00.000,22:17:00.000,Thu,Mar,00:05:48.000,Out of Range
788008,Yong� Paradis,male,indian_asian,17,Kwazulu Natal,Trace TV,2016/02/13 13:54,2016-02-13 13:54:00.000,2016-02-13 15:54:00.000,13:54:00.000,Sat,Feb,00:00:33.000,Early Teen
788215,Bernardo� Hoadley,male,indian_asian,33,Limpopo,Supersport Live Events,2016/03/24 20:11,2016-03-24 20:11:00.000,2016-03-24 22:11:00.000,20:11:00.000,Thu,Mar,00:00:50.000,Adult
788215,Bernardo� Hoadley,male,indian_asian,33,Limpopo,ICC Cricket World Cup 2011,2016/03/30 17:30,2016-03-30 17:30:00.000,2016-03-30 19:30:00.000,17:30:00.000,Wed,Mar,00:00:48.000,Adult
788215,Bernardo� Hoadley,male,indian_asian,33,Limpopo,Trace TV,2016/03/11 10:35,2016-03-11 10:35:00.000,2016-03-11 12:35:00.000,10:35:00.000,Fri,Mar,00:01:54.000,Adult
788215,Bernardo� Hoadley,male,indian_asian,33,Limpopo,E! Entertainment,2016/03/19 21:03,2016-03-19 21:03:00.000,2016-03-19 23:03:00.000,21:03:00.000,Sat,Mar,00:02:58.000,Adult
788215,Bernardo� Hoadley,male,indian_asian,33,Limpopo,Supersport Live Events,2016/03/24 17:44,2016-03-24 17:44:00.000,2016-03-24 19:44:00.000,17:44:00.000,Thu,Mar,00:02:48.000,Adult
788215,Bernardo� Hoadley,male,indian_asian,33,Limpopo,Supersport Live Events,2016/03/24 10:16,2016-03-24 10:16:00.000,2016-03-24 12:16:00.000,10:16:00.000,Thu,Mar,00:07:46.000,Adult
788281,Valentine� Tatham,male,None,25,Gauteng,Boomerang,2016/02/15 20:56,2016-02-15 20:56:00.000,2016-02-15 22:56:00.000,20:56:00.000,Mon,Feb,00:05:45.000,Adult
788281,Valentine� Tatham,male,None,25,Gauteng,SuperSport Blitz,2016/02/13 17:18,2016-02-13 17:18:00.000,2016-02-13 19:18:00.000,17:18:00.000,Sat,Feb,00:19:51.000,Adult
